Hotel_Name,Hotel_Location,Room_Price,Hotel_Rating,Hotel_Review,Hotel_Visual
The Byron,"36/38 Queensborough Terrace, Hyde Park, London, United Kingdom, W2 3SH",128,8.5,Good,https://pix8.agoda.net/hotelImages/110/11026/11026_15062323000030541716.jpg?ca=4&ce=1&s=1024x768
The Clerk and Well,"Clerkenwell Road, The City, London, United Kingdom, EC1R 5DU",222,9.5,Excellent,https://pix8.agoda.net/hotelImages/459/4591190/4591190_18022720170062411055.jpg?ca=6&ce=1&s=1024x768
Novotel London Bridge,"53-61 Southwark Bridge Road, Waterloo and Southwark, London, United Kingdom, SE1 9HH",347,8.5,Good,https://pix8.agoda.net/hotelImages/21703609/0/5ff235a189dc90e12579da0d3746762b.jpg?ca=17&ce=1&s=1024x768
Holland Road Stays,"Earls Court, London, United Kingdom",123,6.1,Neutral,https://pix8.agoda.net/hotelImages/32899400/0/50d41ce9b06052b5288d3a65ee78a83b.jpg?ce=0&s=1024x768
The Ned,"Poultry 27, The City, London, United Kingdom, EC2R 8AJ",1087,8.8,Good,https://pix8.agoda.net/hotelImages/38048969/0/f5c4be40a45ced56b2311ae0f0e6b834.jpg?ce=0&s=1024x768
Admiral Hotel,"143 Sussex Gardens, Hyde Park, Hyde Park, London, United Kingdom, W2 2RY",168,7.4,Good,https://pix8.agoda.net/hotelImages/68996/-1/bae5331f3eadc98417ad3d6ff6563b27.jpg?ca=9&ce=1&s=1024x768
ME London Hotel,"336-337 Strand, London, West End Soho, London, United Kingdom, WC2R 1HA",1563,8.8,Good,https://pix8.agoda.net/hotelImages/299/299937/299937_16072608540044927788.jpg?ca=6&ce=1&s=1024x768
The Hari,"20 Chesham Place, Chelsea, London, United Kingdom, SW1X 8HQ",1035,9.1,Excellent,https://pix8.agoda.net/hotelImages/335/335737/335737_14091718220022219127.jpg?ca=3&ce=1&s=1024x768
easyHotel Paddington,"10 Norfolk Place, Hyde Park, London, United Kingdom, W2 1QL",89,5.7,Neutral,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/483651101.jpg?k=701abaa9979c232b7c8c282a93dc75d0b228ab1c4e77e8c8a0c10fdd9d80a8d3&o=
Haven Hotel,"6-8 Sussex Gardens, Hyde Park, London, United Kingdom, W2 1UL",88,7.5,Good,https://pix8.agoda.net/hotelImages/186/186056/186056_16051819010042459552.jpg?ca=6&ce=1&s=1024x768
Peckham Rooms Hotel,"2 Queens Road, Peckham, London, Greater London South East, London, United Kingdom, SE15 2PT",92,7.1,Good,https://pix8.agoda.net/hotelImages/125/1255069/1255069_17083119260055897456.jpg?ca=6&ce=1&s=1024x768
Holiday Inn Express Windsor,"71 Alma Road, Windsor, London, United Kingdom, SL4 3HD",114,8.3,Good,https://pix8.agoda.net/hotelImages/344431/0/5d166961ccda23bb5cee04089de515fe.jpg?ca=0&ce=1&s=1024x768
54 Queen's Gate Hotel,"54 Queen'S Gate, Chelsea, London, United Kingdom, SW7 5JW",328,8.9,Good,https://pix8.agoda.net/hotelImages/104145/-1/c7235350416995813c0ac47e67e2ffc6.jpg?ca=7&ce=1&s=1024x768
Canary Riverside Plaza Hotel,"46 Westferry Circus, Canary Wharf, London, United Kingdom, E14 8RS",570,8.7,Good,https://pix8.agoda.net/hotelImages/1191501/0/4f58c46b559b33339b2ddf7e00864748.jpg?ca=0&ce=1&s=1024x768
Hotel Unique,"911 Finchley Road 
Golders Green, Camden, London, United Kingdom, NW11 7PE",95,8.0,Good,https://pix8.agoda.net/hotelImages/295/295916/295916_14100216180022546088.jpg?ca=3&ce=1&s=1024x768
Spread Eagle,"71 Wandsworth High Street, Wandsworth, London, United Kingdom, SW18 9ZY",179,9.4,Excellent,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/347839463.jpg?k=79faec686c40853184b882d95dfd00151932c78a4cca9fc3a7d7ea51d77edb86&o=
MSK - Superior,"32 Inverness Terrace, Hyde Park, London, United Kingdom, W2 3JA",231,7.9,Good,https://pix8.agoda.net/hotelImages/27801881/0/7953382210e870cfa9d92f51ceeee73d.jpg?ce=0&s=1024x768
Courtyard London Gatwick Airport,"London Gatwick Airport, Buckingham Gate, Gatwick Airport, London, United Kingdom, RH6 0NT",146,8.3,Good,https://pix8.agoda.net/hotelImages/5059879/0/68065d073d0bb0018e43e2bcf941c4a7.jpg?ca=7&ce=1&s=1024x768
Forest house hotel,"70 Green Lanes Palmers Green, Greater London North, London, United Kingdom, N13 6BE",106,8.4,Good,https://pix8.agoda.net/hotelImages/13829948/0/5570fc2a7234a5f0591cc72ce0d0ff71.jpeg?ce=0&s=1024x768
Oxford Hotel,"16-18 & 24 Penywern Road, Earls Court, London, United Kingdom, SW5 9SU",146,8.4,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/258428494.jpg?k=69bfd13f5413acb02e7f523cf659c80ef10b00fb42ac37e52f72712406533872&o=
Queensborough Terrace Serviced Apartments,"Hyde Park, London, United Kingdom, W2 3SH",122,7.9,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/365940867.jpg?k=c4a7eab58617eb86a783f15242343e9e5da96942a2aa26dc9f08fc6f109ebeea&o=
Central London Apartment - Great Location,"34-35 Newman Street, Bloomsbury, London, United Kingdom, W1T 1PZ",310,9.3,Excellent,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/147967042.jpg?k=0994280426f0e5cdf3eeaf20eee75bf3adb0cd3c419b1d023184a8550f1b3f54&o=
Colnbrook Lodge Guest House,"Bath Road, Colnbrook, Heathrow, London, United Kingdom, SL3 0NZ",57,7.5,Good,https://pix8.agoda.net/hotelImages/18931671/0/d322bc72671f75b9341902ebd017ffa2.jpg?ce=0&s=1024x768
Westciti Caroco Apart hotel,"35-37 Morland Avenue, Croydon, Croydon, London, United Kingdom, CR0 6EA",89,8.4,Good,https://pix8.agoda.net/hotelImages/232/2325135/2325135_17060620510053510369.jpg?ca=6&ce=1&s=1024x768
Le Grove Serviced Apartments,"Watford, London, United Kingdom",236,8.5,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/160738584.jpg?k=4ae6d082e311fe9986b9ba15904c51b32df47d5a43c6246dc0d87ebf93ea6d26&o=
Travelodge London Teddington,"Park House Station Road, Twickenham, London, United Kingdom, TW11 9AD",95,7.4,Good,https://pix8.agoda.net/hotelImages/3755642/-1/e4fa1f2abbe265d53a20b6090cb1d332.jpg?ca=7&ce=1&s=1024x768
Jumeirah Lowndes Hotel,"21 Lowndes Street, Hyde Park, London, United Kingdom, SW1X 9ES",676,8.3,Good,https://pix8.agoda.net/hotelImages/843/84336/84336_14102317310022919783.jpg?ca=3&ce=1&s=1024x768
OYO Old Oak Tree Inn                                                                       ,"1, The Common, Southall, Ealing, London, United Kingdom, UB2 5PJ",75,3.4,Bad,https://pix8.agoda.net/hotelImages/19911943/-1/f8571bb7a63e20c18e3ce42ade8ec34d.jpg?ce=0&s=1024x768
San Domenico House,"29-31 Draycott Place, Chelsea, London, United Kingdom, SW3 2SH",476,9.1,Excellent,https://pix8.agoda.net/hotelImages/190946/-1/4153d90515c342d81f035f42911c6613.jpg?ca=9&ce=1&s=1024x768
The Rosebery Aparthotel,"20 Rosebery Avenue, Farringdon, The City, London, United Kingdom, EC1R 4SX",248,8.6,Good,https://pix8.agoda.net/hotelImages/400/400278/400278_16072114280044828501.jpg?ca=6&ce=1&s=1024x768
The Drayton Court Hotel,"2 The Avenue, Ealing, Ealing, London, United Kingdom, W13 8PH",118,9.0,Good,https://pix8.agoda.net/hotelImages/128/128081/128081_130527155347620.jpg?ca=0&ce=1&s=1024x768
Henley House Hotel,"30 Barkston Gardens, Chelsea, London, United Kingdom, SW5 0EN",147,8.6,Good,https://pix8.agoda.net/hotelImages/115/11583/11583_16032106440040929042.jpg?ca=6&ce=1&s=1024x768
The Ritz London,"150 Piccadilly, Mayfair, London, United Kingdom, W1J 9BR",2121,9.4,Excellent,https://pix8.agoda.net/hotelImages/6798933/0/5addbffb4cc1a35e51f1f2348f02ec3f.jpg?ca=21&ce=0&s=1024x768
"Great Northern Hotel, a Tribute Portfolio Hotel, London","Pancras Road, Kings Cross St. Pancras, London, United Kingdom, N1C 4TB",364,8.7,Good,https://pix8.agoda.net/hotelImages/4880765/0/0fb4724c3738abc25611e885812d6f8b.jpg?ca=26&ce=0&s=1024x768
OYO Bakers Hotel London Victoria,"126 Warwick Way, Westminster, London, United Kingdom, SW1V 4JA",180,7.4,Good,https://pix8.agoda.net/hotelImages/13586966/0/dccb25e5635baafb4d450d3da552a882.jpg?ca=23&ce=0&s=1024x768
The Harrington Apartments,"No 1 Harrington Gardens, Chelsea, London, United Kingdom, SW7 4JJ",416,8.7,Good,https://pix8.agoda.net/hotelImages/233/233089/233089_15061017190029186587.jpg?ca=4&ce=1&s=1024x768
Number 63 (Soroptimist) Ltd,"63 Bayswater Road, Hyde Park, London, United Kingdom, W2 3PH",258,8.6,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/362601726.jpg?k=2339428c02cacea23fc2837496e23ecc11e68fe88a6a19061d86c85217633b9e&o=
De Vere Beaumont Estate,"Burfield Road, Windsor, London, United Kingdom, SL4 2JJ",197,7.9,Good,https://pix8.agoda.net/hotelImages/141/141768/141768_18030103160062472519.jpg?ca=6&ce=1&s=1024x768
"The WatersEdge, Canal Cottages                                                             ","Packet Boat Lane, Cowley, Heathrow, London, United Kingdom, UB8 2JS",81,8.2,Good,https://pix8.agoda.net/hotelImages/18931947/0/3f0e894f708d99aed3c451685e18e7d3.jpg?ce=0&s=1024x768
Britannia Inn,"54 Mansfield Road, Greater London East, London, United Kingdom, IG1 3BD",260,6.9,Neutral,https://pix8.agoda.net/hotelImages/239616/-1/f7e6351b8fb7b7a34283edeb33a40efd.png?ca=28&ce=0&s=1024x768
Blueprint Living Apartments -Turnmill Street,"Turnmill Street, The City, London, United Kingdom, EC1M 5RR",223,8.2,Good,https://pix8.agoda.net/hotelImages/546/546570/546570_15062418100030705129.jpg?ca=4&ce=1&s=1024x768
Southwark by Q Apartments,"Waterloo and Southwark, London, United Kingdom",255,9.0,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/314862379.jpg?k=ce935da3b5681e92fc7778b6f5992e53c250debd9abd509b5b751e23ee61f156&o=
Apple House Guesthouse Heathrow Airport,"165 West End Lane, Harlington, Middlesex, Heathrow, London, United Kingdom, UB3 5LY",87,7.3,Good,https://pix8.agoda.net/hotelImages/305/305008/305008_120427151052.jpg?ca=0&ce=1&s=1024x768
Cheval Harrington Court Apartments,"Chelsea, London, United Kingdom",518,9.3,Excellent,https://pix8.agoda.net/hotelImages/621553/-1/0687cab7ebd14f948eb7d0d9ec79415e.jpg?ca=10&ce=1&s=1024x768
The Wellington Hotel,"81-83 Waterloo Rd, Waterloo and Southwark, London, United Kingdom, SE1 8UD",153,8.4,Good,https://pix8.agoda.net/hotelImages/477/477967/477967_14051620440019459982.jpg?ca=2&ce=1&s=1024x768
Sun Street Hotel,"5 Sun Street, The City, London, United Kingdom, EC2A 2EP",456,9.0,Good,https://pix8.agoda.net/hotelImages/35229460/0/d1bae166ea46306cd79040c3cfda84ec.jpg?ce=0&s=1024x768
Limehouse Library Hotel,"638 Commercial Road, Canary Wharf, London, United Kingdom, E14 7HS",295,8.8,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/429887703.jpg?k=3cc2654a16f0eac50de67f3dc2e70192972512a66b4870b31298c63f62d58756&o=
Sofitel London St James,"6 Waterloo Place, Mayfair, London, United Kingdom, SW1Y 4AN",913,9.2,Excellent,https://pix8.agoda.net/hotelImages/5190/0/c1737b8dd8517e2c5edd5673220d1bb1.jpg?ca=0&ce=1&s=1024x768
Native Mayfair,"10 Lees Place, Hyde Park, London, United Kingdom, W1K 6LL",513,9.1,Excellent,https://pix8.agoda.net/hotelImages/408/408761/408761_16012220370039343725.jpg?ca=6&ce=1&s=1024x768
One Aldwych Hotel,"One Aldwych, West End Soho, London, United Kingdom, WC2B 4BZ",1227,9.4,Excellent,https://pix8.agoda.net/hotelImages/6473/-1/f63d84fc1ba8aa0dc87b2c8a34e863c7.jpg?ca=9&ce=1&s=1024x768
Crowne Plaza London - Gatwick Airport,"Langley Drive, Gatwick Airport, London, United Kingdom, RH11 7SX",198,7.9,Good,https://pix8.agoda.net/hotelImages/5499318/0/bb05a785b3798f7f12cee156e19d20a8.jpg?ca=23&ce=0&s=1024x768
OYO Sino Hotel,"85 Shepherds Bush Rd, Hammersmith, London, United Kingdom, W6 7LR",120,5.9,Neutral,https://pix8.agoda.net/hotelImages/12193401/-1/d5e5583c5220a4b1a6b5331948e7112e.jpg?ca=10&ce=1&s=1024x768
The Heathrow Inn Hotel ,"140 Coldharbour Lane, Heathrow, London, United Kingdom, UB3 3HG",104,5.8,Neutral,https://pix8.agoda.net/hotelImages/929/929880/929880_16083020430045939471.jpg?ca=6&ce=1&s=1024x768
Staunton Hotel,"13-15 Gower Street, Bloomsbury, London, United Kingdom, WC1E 6HE",131,8.4,Good,https://pix8.agoda.net/hotelImages/18391526/0/fc80e5c004704a2bb64d5da9652548cb.jpg?ce=0&s=1024x768
Eccleston Square Hotel,"37 Eccleston Square, Westminster, London, United Kingdom, SW1V 1PB",213,8.7,Good,https://pix8.agoda.net/hotelImages/4872738/0/a72c55360c88f0a3ef75f97322f97d1c.jpg?ce=0&s=1024x768
Kingsland Hotel,"Kingsbury Circle, Wembley, London, United Kingdom, NW9 9RR",83,6.5,Neutral,https://pix8.agoda.net/hotelImages/290/290951/290951_120124161349235.jpg?ca=0&ce=1&s=1024x768
The Melita,"35 Charlwood Street, Westminster, London, United Kingdom, SW1V 2DU",200,8.3,Good,https://pix8.agoda.net/hotelImages/127/127426/127426_15110419120037494241.jpg?ca=&ce=1&s=1024x768
Hotel Indigo London Tower Hill,"142 Minories, The City, London, United Kingdom, EC3N 1LS",296,8.8,Good,https://pix8.agoda.net/hotelImages/215/215781/215781_14031415090018701984.jpg?ca=2&ce=1&s=1024x768
The Academy,"21 Gower Street, Bloomsbury, London, United Kingdom, WC1E 6HG",240,8.4,Good,https://pix8.agoda.net/hotelImages/42456/-1/113f13ec681301ad23cb642f63d67f7c.jpg?ca=9&ce=1&s=1024x768
Royal Hotel,"High Street, Greater London East, London, United Kingdom, RM19 1QA",64,6.9,Neutral,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/14536372.jpg?k=c7678f2e030344df6e55f761a4674db8ce423333048b02ad376cec399e76f986&o=
Kula London - Holborn,"Bloomsbury, London, United Kingdom",308,8.6,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/332267526.jpg?k=fea8f930bcdad91961057ccf721855ca38709dd657fba6aba734ef159c8dd9df&o=
Hazlitt's,"6 Frith Street, Soho, West End Soho, London, United Kingdom, W1D 3JA",452,9.2,Excellent,https://pix8.agoda.net/hotelImages/127/127378/127378_0906082123001403582.jpg?ca=0&ce=1&s=1024x768
Mitre House Hotel,"178-186 Sussex Gardens, Hyde Park, London, United Kingdom, W2 1TU",128,7.5,Good,https://pix8.agoda.net/hotelImages/657/65769/65769_15031922500026277795.jpg?ca=3&ce=1&s=1024x768
Manor House London,"205-207 Hainault Road Leytonstone, Greater London East, London, United Kingdom, E11 1EU",109,7.0,Neutral,https://pix8.agoda.net/hotelImages/720551/-1/17516029acf2cb7b60031b46c92ade94.jpg?ca=9&ce=1&s=1024x768
Jesmond Dene Hotel,"31 Argyle Street, Kings Cross St. Pancras, London, United Kingdom, WC1H 8EP",146,7.4,Good,https://pix8.agoda.net/hotelImages/127392/-1/226ba01c8f262cc1ccf25e63bda292b9.jpg?ce=0&s=1024x768
St Simeon,"38 Harrington Gardens, South Kensington, Chelsea, London, United Kingdom, SW7 4LT",186,8.6,Good,https://pix8.agoda.net/hotelImages/13823796/0/e695c3eec054be5e175e3786f5451f6c.jpg?ce=0&s=1024x768
Seven Dials Hotel Annexe,"53 Endell Street, West End Soho, London, United Kingdom, WC2H 9AJ",129,7.2,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/265156468.jpg?k=9f873f6f7aed2b8b8a65606c6d2cb5022fe7d1a51bb475f490a95ba4ec55c3e9&o=
Travelodge Stansted Great Dunmow,"Chelmsford Road Great Dunmow, Stansted Airport, London, United Kingdom, CM6 1LW",58,8.5,Good,https://pix8.agoda.net/hotelImages/375/3755465/3755465_18011907050061188327.jpg?ca=6&ce=1&s=1024x768
The Windmill,"57 Cricklewood Broadway, Cricklewood, Wembley, London, United Kingdom, NW2 3JX",103,8.3,Good,https://pix8.agoda.net/hotelImages/18950725/0/f0743b0579ea87e9f03258650bc564da.jpg?ce=0&s=1024x768
Urbany Hostel London,"48-49 Prince's Square Paddington, Hyde Park, London, United Kingdom, W2 4PX",76,8.8,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/347716772.jpg?k=3a9993f7545b18c133db599727cb776319b807cb5e55d1ffc32b2871d2e12392&o=
Royal Park Hotel,"86-92 Inverness Terrace, London, Hyde Park, London, United Kingdom, W2 3LD",171,7.8,Good,https://pix8.agoda.net/hotelImages/10256747/-1/3bf8788c2757fd0f667129e6a8e3eb5f.jpg?ca=21&ce=0&s=1024x768
Hatton Garden Hotel,"84 Hatton Garden, The City, London, United Kingdom, EC1N 8JR",144,8.2,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/422272280.jpg?k=0b8be7f2bc898aa81ddd310942bd54cab88f5fa3ddb2614937cecdba39aa91b2&o=
Kew Studios and Rooms,"271 Sandycombe Road, Twickenham, London, United Kingdom, TW9 3LU",111,7.2,Good,https://pix8.agoda.net/hotelImages/18391523/0/c2ed21a0949a2d47c5b83691cb427fb9.jpg?ce=0&s=1024x768
Nell Gwynn House Apartments,"Sloane Avenue, Chelsea, London, United Kingdom, SW3 3AX",431,7.8,Good,https://pix8.agoda.net/hotelImages/590/5905529/5905529_18102921280068775230.jpg?ca=7&ce=1&s=1024x768
Aron Guest House,"27 South Ealing Road, Ealing, London, United Kingdom, W5 4QT",90,7.0,Neutral,https://pix8.agoda.net/hotelImages/334/334795/334795_13120102450017793859.jpg?ca=2&ce=1&s=1024x768
The Lawn Guest House,"30 Massetts Road, Gatwick Airport, London, United Kingdom, RH6 7DF",116,8.9,Good,https://pix8.agoda.net/hotelImages/158822/-1/0d9b47d9e4f5f57a1e111bea89e06172.jpg?ca=18&ce=1&s=1024x768
Amber Residence Hotel,"42-44 Gloucester Place, Hyde Park, London, United Kingdom, W1U 8HF",231,7.8,Good,https://pix8.agoda.net/hotelImages/18932371/0/cbdf78e09878d7c7b1309ba686013bae.jpg?ce=0&s=1024x768
The Bridge Inn,"457 London Road, Twickenham, London, United Kingdom, TW7 5AA",62,7.3,Good,https://pix8.agoda.net/hotelImages/18931891/0/e981593a57c32e93e1afdc175acbf7b9.jpg?ce=0&s=1024x768
Sloane Square Hotel,"Sloane Square, Chelsea, London, United Kingdom, SW1W 8EG",319,8.5,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/314414902.jpg?k=0247d72e085e33bf372e1e9c6001f8709cac5fcf5c1ea058a35175adc37e01e3&o=
Bob W Tower of London,"24 Great Tower Street Apartment 1, Bob W., The City, London, United Kingdom, EC3R 5AQ",315,9.0,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/336325916.jpg?k=0299dc93181a3e4d8b0cfb25b879da6bf13fb0a8740c54946c81f4080156c731&o=
The Crown Pub & Guesthouse,"418 Mare Street, Shoreditch, London, United Kingdom, E8 1HP",146,9.0,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/138231370.jpg?k=eb8b65f56b9b0f77ba2dad703734b52480b30ad5442b46e5546db0fd07d190c1&o=
Astoria Hotel,"100 Sussex Gardens, Paddington, Hyde Park, London, United Kingdom, W2 1UH",97,6.4,Neutral,https://pix8.agoda.net/hotelImages/18932278/0/4447a7e198d983651697a592983ee38d.jpeg?ce=0&s=1024x768
Bob W Tower of London,"The City, London, United Kingdom",315,9.0,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/336325916.jpg?k=0299dc93181a3e4d8b0cfb25b879da6bf13fb0a8740c54946c81f4080156c731&o=
The Crown Pub & Guesthouse,"418 Mare Street, Shoreditch, London, United Kingdom, E8 1HP",146,9.0,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/138231370.jpg?k=eb8b65f56b9b0f77ba2dad703734b52480b30ad5442b46e5546db0fd07d190c1&o=
Thanet Hotel,"8 Bedford Place, Bloomsbury, London, United Kingdom, WC1B 5JA",171,5.9,Neutral,https://pix8.agoda.net/hotelImages/18950368/0/3c4eab521b659b83152c23d29b9cdb04.jpg?ca=17&ce=1&s=1024x768
"Deluxe & Chic 1 & 2 Bed Apts near Heathrow, Legoland, & Windsor Slough","18 Stoke Road, Slough, London, United Kingdom, SL2 5AG",171,7.5,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/384317277.jpg?k=ffc1015deb3370c2207fc8f843856de3e5f7d5082648b2a2c21b9f3f9b2b991e&o=
Homestay Hotel Heathrow,"Heathrow, London, United Kingdom",154,7.7,Good,https://pix8.agoda.net/hotelImages/706/706093/706093_14082123310021456418.jpg?ca=2&ce=1&s=1024x768
Ten Manchester Street Hotel,"10 Manchester Street, Marylebone, London, United Kingdom, W1U 4DG",403,8.5,Good,https://pix8.agoda.net/hotelImages/165/165718/165718_15061020480029204147.jpg?ca=4&ce=1&s=1024x768
"Oyo Swan Inn, Heathrow Airport","16-18 High Street, Heathrow, London, United Kingdom, TW19 7JS",58,4.9,Neutral,https://pix8.agoda.net/hotelImages/270944/-1/9e43b6aa785afc6d3778477177860d95.jpg?ca=15&ce=1&s=1024x768
The Boundary Project,"2-4 Boundary Street, Tower Hamlets, London, United Kingdom, E2 7DD",369,8.8,Good,https://pix8.agoda.net/hotelImages/188907/-1/da726bc134789bf158c9c47b8bad77d6.jpg?ca=9&ce=1&s=1024x768
The Goring Hotel,"15 Beeston Place, Westminster, London, United Kingdom, SW1W 0JW",1363,9.2,Excellent,https://pix8.agoda.net/hotelImages/711/71178/71178_16011119450039032481.jpg?ca=6&ce=1&s=1024x768
Travelodge Caterham Whyteleafe,"431 Godstone Road, Greater London South East, London, United Kingdom, CR3 0BF",78,8.1,Good,https://pix8.agoda.net/hotelImages/375/3755427/3755427_18011906550061188145.jpg?ca=6&ce=1&s=1024x768
New Kent Apartments,"55 Inverness Terrace Baywater, Hyde Park, London, United Kingdom, W2 3JN",92,7.5,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/209086767.jpg?k=e5d20a659c9d56f53d35492a0d4abdfeb0242112ce49e41e8534c33f2f8bf04b&o=
Hellenic Hotel,"77-79 Shepherds Bush road, Hammersmith, London, United Kingdom, W6 7LR",561,7.3,Good,https://pix8.agoda.net/hotelImages/160/1603121/1603121_16110900300048550460.jpg?ca=6&ce=1&s=1024x768
TLK Apartments & Hotel - Beckenham Junction,"Beckenham high street, Greater London South East, London, United Kingdom, BR3 1AY",62,6.3,Neutral,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/245869778.jpg?k=d84e792b79211ed0ef9fb27ddc0c00170d593c0b2b101d4f4d1568bb59a09d78&o=
"St. Ermin's Hotel, Autograph Collection","2 Caxton St, Westminster, London, United Kingdom, SW1H 0QW",630,9.2,Excellent,https://pix8.agoda.net/hotelImages/5149922/0/782d552b1c1bbc4872b2efb6feb340da.jpg?ce=0&s=1024x768
Blades Hotel,"122 Belgrave Road Blades Hotel, Westminster, London, United Kingdom, SW1V 2BL",183,7.7,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/330606072.jpg?k=2e09be04a42ff9d65efff8f21a9525fefb6d2ca1da33fad86d633f802efffcf6&o=
"Innkeeper's Lodge London, Dulwich","73 Dulwich Village, Dulwich, Greater London South East, London, United Kingdom, SE21 7BJ",177,8.4,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/98851435.jpg?k=826d2a68a7d303253ee99d99823a87f375b294d7fe8fbe47c8f9287f8429937e&o=
Earls Court West Serviced Apartments,"Earls Court, London, United Kingdom, SW5 9SX",119,8.7,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/372229888.jpg?k=8e28708a21626a2c620d125bb7b9757de57020a63c7d5d1e0059d2b58162e8a1&o=
Balham Lodge,"204 Bedford Hill, Wandsworth, London, United Kingdom, SW12 9HJ",80,8.6,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/81169256.jpg?k=ef80e3453ac49857510f09e0534363f60cede83c321f2d6cbd4b2b77ac4ec044&o=
The New Boar,"Market Place, Greater London East, London, United Kingdom, RM4 1UA",113,8.4,Good,https://pix8.agoda.net/hotelImages/21604027/0/a1db5803139989c86e531fdaaf5ea5b0.jpg?ce=0&s=1024x768
Residence Inn Slough,"3 William Street, Slough, London, United Kingdom, SL1 1GZ",227,8.9,Good,https://pix8.agoda.net/hotelImages/21981156/0/9a08ded27bc0dc4fb55ee1c5bcc00f05.jpg?ce=0&s=1024x768
Anchor Hotel,"10 West Heath Drive, Golders Green, London, Camden, London, United Kingdom, NW10 7QH",171,7.6,Good,https://pix8.agoda.net/hotelImages/145277/-1/b36316ef8a6ed4f5b4c3f35175223120.png?ca=9&ce=1&s=1024x768
The Bull,"Oxford Road, Slough, London, United Kingdom, SL9 7PA",187,9.3,Excellent,https://pix8.agoda.net/hotelImages/2309862/0/aa7c27ddff4ed2520fe9c374a38972e3.jpg?ca=10&ce=1&s=1024x768
The Lord Grenfell,"22 Oldfield Road, Slough, London, United Kingdom, SL6 1TW",69,7.9,Good,https://pix8.agoda.net/hotelImages/19149170/0/2a737474d785a723ac9ab86117898e22.jpg?ce=0&s=1024x768
The One Tun Pub & Rooms,"125 Saffron Hill, The City, London, United Kingdom, EC1N 8QS",176,9.1,Excellent,https://pix8.agoda.net/hotelImages/4594982/-1/dc8b28460e60c3584ac2ea8050816539.jpg?ca=7&ce=1&s=1024x768
Hotel 261,"261 Uxbridge Road, Shepherds Bush, Ealing, London, United Kingdom, W12 9DS",110,7.3,Good,https://pix8.agoda.net/hotelImages/177/177540/177540_15101213370036791296.jpg?ca=5&ce=1&s=1024x768
Comfort Inn Hyde Park,"73 Queensborough Terrace, Hyde Park, London, United Kingdom, W2 3SU",146,8.0,Good,https://pix8.agoda.net/hotelImages/2314333/-1/e97930d81f9c7de138e848a30dce9d84.jpg?ca=9&ce=1&s=1024x768
The Chesterfield Mayfair Hotel,"35 Charles Street, Mayfair,, Mayfair, London, United Kingdom, W1J 5EB",683,9.1,Excellent,https://pix8.agoda.net/hotelImages/642/64285/64285_14032821030018901060.jpg?ca=13&ce=1&s=1024x768
Kirkdale Hotel,"22 St Peters Road, Croydon, London, United Kingdom, CR0 1HD",73,4.6,Neutral,https://pix8.agoda.net/hotelImages/200/20032293/20032293_20122308120093801720.jpg?ca=16&ce=1&s=1024x768
White House Hotel,"102 Sussex Gardens, Hyde Park, London, United Kingdom, W2 1UH",80,7.3,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/14448851.jpg?k=226ad81739bbf53366a48134db1e38e2422bc06c036ab38d066c72b88649c815&o=
Manor Of Groves Hotel,"High Wych, Stansted Airport, London, United Kingdom, CM21 0JU",131,8.2,Good,https://pix8.agoda.net/hotelImages/141/141997/141997_1112030855004732178.jpg?ca=0&ce=1&s=1024x768
Counting House,"50 Cornhill, The City, London, United Kingdom, EC3V 3PD",187,10.0,Excellent,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/181734577.jpg?k=5458b3561ea160676e7223b8263540539edc9f39ede70082766b77dc5d601a4a&o=
